x	y	z	value	use	f_bg	f_signal_count	f_peak_signal	f_x	f_y	f_z	f_sigma_lateral	f_sigma_axial	f_status	f_error	f_corr
139.000000	216.000000	13.000000	28193.011719	1.000000	4181.249023	5370879.000000	426240.343750	138.715179	216.456741	12.865969	1.147971	0.607098	27.000000	-53332828.000000	0.797443
470.000000	1409.000000	10.000000	28180.140625	1.000000	726.922119	4864929.000000	397157.968750	469.566376	1408.483765	9.720590	1.208031	0.532951	27.000000	-50169288.000000	0.810484
124.000000	31.000000	10.000000	27979.560547	1.000000	3366.725586	5495010.000000	329363.968750	123.648262	30.655289	9.944013	1.360459	0.572336	27.000000	-54403580.000000	0.777101
1042.000000	994.000000	9.000000	27754.675781	1.000000	294.511902	5001465.000000	405480.343750	1041.911499	994.256653	9.441523	1.240478	0.508955	27.000000	-51854852.000000	0.829479
182.000000	678.000000	10.000000	27729.337891	1.000000	2482.658936	4957895.000000	360785.593750	182.258255	678.410156	10.056554	1.251076	0.557457	27.000000	-49472816.000000	0.821323
1883.000000	1918.000000	21.000000	27709.828125	1.000000	14941.040039	14480943.000000	159351.953125	1883.506958	1917.437256	20.851013	2.175256	1.219408	27.000000	-146858688.000000	0.465248
138.000000	1915.000000	17.000000	27682.578125	1.000000	1867.147949	4938031.500000	351548.500000	137.823349	1914.517456	16.900158	1.211322	0.607826	27.000000	-49685456.000000	0.836839
618.000000	575.000000	10.000000	27185.431641	1.000000	1366.993652	4561994.000000	351376.437500	618.517334	574.848145	9.869372	1.266644	0.513810	27.000000	-46118072.000000	0.808397
966.000000	1687.000000	10.000000	27165.714844	1.000000	439.943176	4956277.500000	328100.375000	966.227417	1686.449707	9.653486	1.301425	0.566293	27.000000	-50672200.000000	0.818827
1095.000000	461.000000	11.000000	27128.761719	1.000000	2947.471924	5102781.000000	380845.531250	1095.209595	461.553680	10.985743	1.167971	0.623625	27.000000	-50885244.000000	0.840232
984.000000	335.000000	10.000000	27090.232422	1.000000	1302.404297	4899609.500000	309195.406250	983.812927	335.010284	9.742796	1.337063	0.562801	27.000000	-49108468.000000	0.860375
1081.000000	590.000000	10.000000	26989.027344	1.000000	1406.720581	4665828.000000	387135.093750	1081.058716	589.888550	9.674821	1.224880	0.510046	27.000000	-47321648.000000	0.871525
927.000000	847.000000	10.000000	26940.691406	1.000000	0.000000	4907992.000000	151611.750000	927.000000	847.000000	10.000000	1.509405	0.902173	27.000000	-48476536.000000	0.831339
668.000000	1878.000000	10.000000	26836.095703	1.000000	1070.439209	4214163.000000	379490.656250	668.158630	1878.182861	9.835668	1.139139	0.543359	27.000000	-42898116.000000	0.870243
560.000000	1990.000000	10.000000	26812.046875	1.000000	1246.965576	4632359.000000	351120.062500	560.519409	1990.199463	9.787806	1.239498	0.545237	27.000000	-46940504.000000	0.827378
1997.000000	1433.000000	9.000000	26714.615234	1.000000	1049.326172	4700876.500000	331577.406250	1996.847168	1432.802490	9.244155	1.262951	0.564354	27.000000	-47478232.000000	0.870640
1278.000000	214.000000	10.000000	26695.734375	1.000000	901.684021	4830364.000000	327201.343750	1278.257324	214.418442	9.685749	1.280532	0.571629	27.000000	-48931972.000000	0.815323
1907.000000	573.000000	9.000000	26667.933594	1.000000	1400.592529	5249265.000000	380310.250000	1906.963623	572.668091	9.443136	1.240129	0.569845	27.000000	-53422924.000000	0.796918
30.000000	526.000000	10.000000	26586.466797	1.000000	2697.322021	4986670.000000	351109.593750	30.018394	525.634338	10.148203	1.259517	0.568447	27.000000	-49421632.000000	0.802209
210.000000	42.000000	10.000000	26252.777344	1.000000	3374.747314	4845255.500000	375657.062500	210.560425	42.319775	10.124385	1.227423	0.543584	27.000000	-47962072.000000	0.770166
409.000000	1890.000000	10.000000	26066.750000	1.000000	1823.411255	4531040.500000	355012.406250	409.452789	1890.334229	9.926434	1.189349	0.572883	27.000000	-45411240.000000	0.827501
1367.000000	1405.000000	14.000000	26004.164062	1.000000	881.242310	4517014.000000	396650.656250	1366.544189	1405.394043	13.626841	1.145740	0.550809	27.000000	-46328772.000000	0.815729
1030.000000	1980.000000	12.000000	25925.218750	1.000000	1155.236572	5205236.500000	343198.500000	1029.766235	1979.982178	12.445847	1.220652	0.646311	27.000000	-52741336.000000	0.800458
