x	y	z	value	use	f_bg	f_signal_count	f_peak_signal	f_x	f_y	f_z	f_sigma_lateral	f_sigma_axial	f_status	f_error	f_corr
2014.000000	2012.000000	12.000000	19184.218750	1.000000	1234.271240	3287322.500000	232501.546875	2014.304199	2011.957764	12.083204	1.297945	0.532886	27.000000	-31915810.000000	0.853111
1522.000000	336.000000	13.000000	19005.802734	1.000000	679.687622	3763407.500000	265582.906250	1521.758789	336.414001	12.475131	1.271903	0.556164	27.000000	-37274668.000000	0.787314
652.000000	1446.000000	13.000000	18960.166016	1.000000	455.707153	3571377.500000	286930.656250	651.631958	1446.498169	12.570210	1.309161	0.461108	27.000000	-35585720.000000	0.795701
1528.000000	25.000000	12.000000	18924.554688	1.000000	1859.965454	3809289.000000	388362.000000	1528.288086	25.001497	12.481108	1.270924	0.385565	27.000000	-37345068.000000	0.781364
183.000000	304.000000	13.000000	18763.142578	1.000000	1503.553711	3155108.500000	249035.296875	183.444229	304.288269	12.900644	1.251765	0.513379	27.000000	-30469946.000000	0.792411
1182.000000	694.000000	13.000000	18704.839844	1.000000	495.173004	3447469.500000	279074.812500	1181.761963	694.281677	12.583476	1.355504	0.426882	27.000000	-34074968.000000	0.822181
1134.000000	209.000000	13.000000	18665.984375	1.000000	1340.209351	3518240.500000	376219.250000	1134.190308	208.558212	12.555242	1.235468	0.389002	27.000000	-34604716.000000	0.803461
1905.000000	474.000000	12.000000	18370.800781	1.000000	667.867371	3102628.000000	228956.953125	1905.133057	473.862457	12.216858	1.262644	0.539690	27.000000	-30187938.000000	0.883009
40.000000	1923.000000	20.000000	18361.007812	1.000000	1558.883667	3878776.000000	274533.156250	39.735146	1923.363647	20.423845	1.219388	0.603318	27.000000	-37872760.000000	0.729577
1340.000000	266.000000	13.000000	18103.923828	1.000000	1207.239990	3516669.000000	328154.187500	1340.086060	265.645447	12.539891	1.290974	0.408271	27.000000	-34463256.000000	0.810533
668.000000	1776.000000	13.000000	17934.500000	1.000000	1147.893066	3118736.000000	306317.656250	668.196045	1776.071045	12.625053	1.289497	0.388773	27.000000	-30415700.000000	0.863119
1664.000000	1230.000000	15.000000	17529.082031	1.000000	1062.610474	3551210.750000	205036.640625	1663.625732	1229.504272	14.573047	1.358766	0.595643	27.000000	-34278096.000000	0.820632
161.000000	1549.000000	13.000000	17480.726562	1.000000	964.895935	3159886.000000	223153.031250	160.847626	1549.354980	12.700316	1.358765	0.486979	27.000000	-30545468.000000	0.849824
1989.000000	1490.000000	14.000000	17332.939453	1.000000	1401.382202	3233189.500000	228867.312500	1988.708862	1489.691650	14.198842	1.184353	0.639463	27.000000	-30981896.000000	0.864431
1778.000000	1973.000000	12.000000	17325.820312	1.000000	471.948944	2928761.750000	219367.375000	1777.888916	1972.640381	12.249850	1.279241	0.518009	27.000000	-28569016.000000	0.862983
734.000000	1127.000000	13.000000	17197.009766	1.000000	714.243347	3157560.750000	282561.937500	733.873962	1126.681152	12.574077	1.298688	0.420686	27.000000	-30916514.000000	0.836571
1597.000000	1852.000000	12.000000	17164.548828	1.000000	552.357239	2986558.750000	205188.062500	1596.713135	1852.382080	12.223085	1.328606	0.523549	27.000000	-28970494.000000	0.853656
939.000000	269.000000	13.000000	17109.314453	1.000000	964.475952	3385290.500000	247008.593750	939.338684	269.048218	12.530791	1.292579	0.520834	27.000000	-32890678.000000	0.799627
495.000000	1790.000000	13.000000	17067.150391	1.000000	864.034851	2919477.500000	285443.562500	494.522827	1789.938110	12.645164	1.209520	0.443904	27.000000	-28540238.000000	0.842093
1355.000000	1730.000000	12.000000	16917.312500	1.000000	610.187256	3291947.000000	245123.796875	1355.537598	1729.818970	12.442561	1.318060	0.490826	27.000000	-32272256.000000	0.791741
1067.000000	1683.000000	13.000000	16851.257812	1.000000	1148.398804	3098210.500000	359324.906250	1066.898682	1682.925781	12.541895	1.177488	0.394858	27.000000	-30368150.000000	0.853825
484.000000	1928.000000	13.000000	16715.683594	1.000000	815.454651	3273360.250000	243836.546875	483.946747	1927.626953	12.532767	1.275453	0.523957	27.000000	-31906478.000000	0.805369
